threshold,accuracy,f1,recall,precision,err_rate
1.268752098083496,0.5003335557038026,0.6669630947087595,1.0,0.5003335557038026,0.49966644429619744
1.3475664800135934,0.5001667778519012,0.6665925019468238,0.9986666666666667,0.5002504591751544,0.4998332221480988
1.4263808619436906,0.5018345563709139,0.6646457842146626,0.9866666666666667,0.5011003893685458,0.4981654436290861
1.505195243873788,0.5060040026684456,0.6515294117647059,0.923,0.5034545454545455,0.4939959973315544
1.5840096258038852,0.5061707805203469,0.6195554413465245,0.8036666666666666,0.5040769391595233,0.4938292194796531
1.6628240077339824,0.5053368912608406,0.5773724707893987,0.6753333333333333,0.5042309606769537,0.4946631087391594
1.7416383896640797,0.5055036691127418,0.5448963929393706,0.5916666666666667,0.5049786628733998,0.4944963308872582
1.820452771594177,0.5053368912608406,0.5208400646203554,0.5373333333333333,0.5053291536050156,0.4946631087391594
1.8992671535242742,0.5031687791861241,0.504408584262186,0.5053333333333333,0.5034872135503156,0.4968312208138759
1.9780815354543715,0.5041694462975317,0.4951604686704024,0.486,0.5046728971962616,0.4958305537024683
2.0568959173844688,0.5063375583722481,0.48806641300588033,0.4703333333333333,0.5071890726096333,0.49366244162775186
2.135710299314566,0.5051701134089392,0.4779165933485835,0.45266666666666666,0.5061498322773015,0.49482988659106075
2.2145246812446633,0.5056704469646431,0.47033595425303787,0.43866666666666665,0.5069337442218799,0.49432955303535686
2.2933390631747606,0.5063375583722481,0.46318462096481683,0.4256666666666667,0.5079554494828958,0.49366244162775186
2.372153445104858,0.5073382254836558,0.45798165137614677,0.416,0.5093877551020408,0.4926617745163442
2.450967827034955,0.5071714476317545,0.45166079049916497,0.4056666666666667,0.5094181665969024,0.4928285523682455
2.5297822089650523,0.505003335557038,0.44273375891851297,0.393,0.5068787618228718,0.494996664442962
2.6085965908951496,0.5053368912608406,0.4374051593323217,0.38433333333333336,0.5074823943661971,0.4946631087391594
2.687410972825247,0.5040026684456305,0.4293937068303914,0.373,0.505877034358047,0.49599733155436954
2.766225354755344,0.5035023348899266,0.42495653853583154,0.36666666666666664,0.5052824988516307,0.4964976651100734
2.8450397366854414,0.502501667778519,0.4199883336573984,0.36,0.5039664022398507,0.497498332221481
2.9238541186155387,0.5028352234823216,0.41560478337580864,0.35333333333333333,0.504521656354117,0.49716477651767843
3.002668500545636,0.5036691127418279,0.41139240506329117,0.3466666666666667,0.5058365758754864,0.4963308872581721
3.081482882475733,0.5040026684456305,0.40756972111553785,0.341,0.5064356435643564,0.49599733155436954
3.1602972644058305,0.5031687791861241,0.4021673690547863,0.334,0.5052950075642966,0.4968312208138759
3.2391116463359277,0.5033355570380253,0.397165991902834,0.327,0.5056701030927835,0.49666444296197465
3.317926028266025,0.5023348899266178,0.3915171288743883,0.32,0.5042016806722689,0.4976651100733822
3.3967404101961223,0.5015010006671115,0.38535883199670984,0.31233333333333335,0.5029522275899088,0.49849899933288855
3.4755547921262195,0.5021681120747165,0.38160348042262277,0.307,0.5041050903119869,0.49783188792528354
3.554369174056317,0.5013342228152101,0.3755221386800334,0.2996666666666667,0.5027964205816555,0.4986657771847899
3.633183555986414,0.5,0.3693731594446782,0.2926666666666667,0.500570125427594,0.5
3.7119979379165113,0.4988325550366911,0.364021164021164,0.2866666666666667,0.4985507246376812,0.5011674449633089
3.7908123198466086,0.49799866577718477,0.3590289608177172,0.281,0.4970518867924528,0.5020013342228152
3.869626701776706,0.4984989993328886,0.3540279269602578,0.27466666666666667,0.49788519637462236,0.5015010006671115
3.948441083706803,0.4984989993328886,0.3515203795557473,0.27166666666666667,0.49786194257788635,0.5015010006671115
4.0272554656369,0.4984989993328886,0.34729759062296506,0.26666666666666666,0.49782202862476665,0.5015010006671115
4.106069847566998,0.49616410940627087,0.34053700065487885,0.26,0.49335863377609107,0.5038358905937291
4.184884229497095,0.4959973315543696,0.336115992970123,0.255,0.49291237113402064,0.5040026684456305
4.263698611427192,0.49649766511007337,0.33252266195003316,0.25066666666666665,0.4937623112278398,0.5035023348899266
4.342512993357289,0.49566377585056703,0.3282985339848956,0.24633333333333332,0.49201065246338216,0.5043362241494329
4.421327375287387,0.49549699799866576,0.32432432432432434,0.242,0.4915368991198375,0.5045030020013342
4.500141757217484,0.49549699799866576,0.3191537249606122,0.23633333333333334,0.49133749133749133,0.5045030020013342
4.578956139147581,0.4946631087391594,0.3150994575045208,0.23233333333333334,0.48946629213483145,0.5053368912608406
4.657770521077678,0.49416277518345564,0.3117767188563649,0.229,0.488272921108742,0.5058372248165444
4.736584903007776,0.49299533022014674,0.30656934306569344,0.224,0.48554913294797686,0.5070046697798533
4.8153992849378735,0.49299533022014674,0.30339138405132904,0.22066666666666668,0.48533724340175954,0.5070046697798533
4.89421366686797,0.493162108072048,0.29896193771626295,0.216,0.4853932584269663,0.5068378919279519
4.973028048798067,0.493162108072048,0.295386042198006,0.21233333333333335,0.48514851485148514,0.5068378919279519
5.051842430728165,0.4933288859239493,0.2931596091205212,0.21,0.48536209553158705,0.5066711140760507
5.130656812658263,0.4928285523682455,0.28832202199859586,0.20533333333333334,0.4838963079340141,0.5071714476317545
5.209471194588359,0.49299533022014674,0.28335690711928335,0.20033333333333334,0.48389694041867953,0.5070046697798533
5.288285576518456,0.4923282188125417,0.27730294396961064,0.19466666666666665,0.48184818481848185,0.5076717811874583
5.367099958448554,0.4923282188125417,0.2731614135625597,0.19066666666666668,0.48148148148148145,0.5076717811874583
5.445914340378652,0.4933288859239493,0.27076332213154103,0.188,0.483704974271012,0.5066711140760507
